timestamp,load,ram_usage
326428040,0.4559,0.861721
327430047,0.534044,0.862596
328430221,0.528382,0.862596
329432514,0.534204,0.862596
330434369,0.528403,0.862596
331435270,0.526626,0.862596
332437158,0.523149,0.862596
333438083,0.52539,0.862596
334440063,0.524902,0.862596
335441108,0.52862,0.862596
336442801,0.52899,0.862596
337444039,0.527677,0.862596
338445302,0.518805,0.862596
339446073,0.524461,0.862596
340447040,0.523283,0.862596
341449775,0.523525,0.862596
342451139,0.524339,0.862596
343452338,0.568278,0.862596
344453184,0.579013,0.862596
345453039,0.57071,0.862596
346454103,0.510336,0.862596
347455114,0.516744,0.862596
348456477,0.526903,0.862596
349457143,0.521719,0.862596
350458072,0.519712,0.862596
351459046,0.51916,0.862596
352461500,0.520458,0.862596
353462112,0.518493,0.862596
354463566,0.513563,0.862596
355464144,0.521806,0.862596
357466862,0.508249,0.862596
358468039,0.51654,0.862596
359469537,0.52258,0.862596
360470039,0.526364,0.862596
361472368,0.513426,0.862596
362473749,0.522121,0.862596
363477219,0.522994,0.862596
364477039,0.522536,0.862596
365478575,0.519393,0.862596
366479046,0.517254,0.862596
367480682,0.518198,0.862596
368481079,0.519735,0.862596
369482039,0.525376,0.862596
370484052,0.521439,0.862596
371485067,0.544139,0.862596
372486046,0.551946,0.862596
373487123,0.52229,0.862596
374489462,0.522728,0.862596
375490108,0.527719,0.862596
376493107,0.51921,0.862596
377493704,0.520248,0.862596
378494039,0.519475,0.862596
379495883,0.522867,0.862596
380497039,0.521427,0.862596
381498062,0.520113,0.862596
382499152,0.522161,0.862596
383500039,0.518518,0.862596
384501279,0.555693,0.862596
385503536,0.567546,0.862596
386505319,0.581192,0.862596
387506040,0.57973,0.862596
388508324,0.578268,0.862596
389509039,0.575721,0.862596
390510202,0.579117,0.862596
391511039,0.573926,0.862596
392512039,0.569838,0.862596
393513039,0.572487,0.862596
394514546,0.579676,0.862596
395515201,0.521798,0.862596
396516756,0.518169,0.862596
397517039,0.522844,0.862596
398518390,0.520551,0.862596
399519040,0.515275,0.862596
400520219,0.536231,0.862596
401521039,0.574352,0.862596
402522039,0.573619,0.862596
403525410,0.571226,0.862596
404527658,0.562201,0.862596
405528135,0.526888,0.862596
406529803,0.549813,0.862596
407530760,0.578855,0.862596
408531081,0.595448,0.862596
409532039,0.59642,0.862596
410538909,0.59384,0.862596
411541828,0.593738,0.862596
412542069,0.592755,0.862596
413543347,0.597496,0.862596
414544421,0.595653,0.862596
415545909,0.591261,0.862596
416547079,0.599892,0.862596
417550495,0.601047,0.862596
418553348,0.599513,0.862596
419555873,0.603812,0.862596
420557039,0.599887,0.862596
421560312,0.601736,0.862596
422563046,0.598241,0.862596
423564218,0.593392,0.862596
424567910,0.602748,0.862596
425569039,0.59853,0.862596
426570428,0.599796,0.862596
427571072,0.595367,0.862596
428572168,0.597686,0.862596
429576125,0.59912,0.862596
430577124,0.598424,0.862596
431579691,0.602349,0.862596
432580043,0.597177,0.862596
433584488,0.598121,0.862596
434587198,0.603258,0.862596
435590848,0.601061,0.862596
436593190,0.597857,0.862596
437600941,0.598646,0.862596
438602834,0.596702,0.862596
439605010,0.599237,0.862596
440607557,0.601198,0.862596
441608415,0.579726,0.862596
442613604,0.597805,0.862596
443614040,0.60141,0.862596
444615808,0.602622,0.862596
445617070,0.597315,0.862596
446622757,0.594205,0.862596
447625604,0.601786,0.862596
448626197,0.601451,0.862596
449627118,0.602102,0.862596
450630943,0.597696,0.862596
451632447,0.602272,0.862596
452634532,0.604373,0.862596
453637115,0.594575,0.862596
454639617,0.599946,0.862596
455641208,0.598069,0.862596
456645619,0.596023,0.862596
457647102,0.599475,0.862596
458648230,0.604163,0.862596
459649478,0.605054,0.862596
460650039,0.605106,0.862596
461651089,0.596279,0.862596
462652682,0.602339,0.862596
463654117,0.602111,0.862596
464657039,0.600951,0.862596
465658039,0.603015,0.862596
466659926,0.60242,0.862596
467661150,0.594996,0.862596
468668441,0.595774,0.862596
469669262,0.590712,0.862596
470670069,0.604227,0.862596
471675593,0.598029,0.862596
472678210,0.600917,0.862596
473683181,0.595226,0.862596
474684927,0.59698,0.862596
475687392,0.592506,0.862596
476689249,0.590983,0.862596
477690111,0.595729,0.862596
478692171,0.595692,0.862596
479692039,0.600678,0.862596
480693503,0.599976,0.862596
481694116,0.603047,0.862596
482700043,0.596098,0.862596
483701039,0.600023,0.862596
484702629,0.592705,0.862596
485703293,0.601991,0.862596
486706002,0.60122,0.862596
487707159,0.544466,0.862596
488709141,0.548222,0.862596
489711196,0.541751,0.862596
490712114,0.542148,0.862596
491713040,0.54486,0.862596
492714207,0.538913,0.862596
493715658,0.548519,0.862596
494717511,0.546884,0.862596
495718262,0.546948,0.862596
496718077,0.548518,0.862596
497721580,0.584305,0.862596
498721237,0.602759,0.862596
499725227,0.598976,0.862596
500726207,0.59896,0.862596
501727146,0.597087,0.862596
502728148,0.598809,0.862596
503729039,0.581071,0.862596
504730039,0.541914,0.862596
505732815,0.537808,0.862596
506733153,0.54193,0.862596
507735644,0.532167,0.862596
508736039,0.548598,0.862596
509736094,0.546484,0.862596
510737133,0.551442,0.862596
511738040,0.542344,0.862596
512739181,0.547901,0.862596
513740149,0.54175,0.862596
514741135,0.539757,0.862596
515743857,0.545581,0.862596
516744147,0.541663,0.862596
517746712,0.542633,0.862596
518747039,0.541407,0.862596
519748208,0.541224,0.862596
520749219,0.546398,0.862596
521750618,0.543697,0.862596
522751047,0.542552,0.862596
523754583,0.551599,0.862596
524755046,0.563254,0.862596
525756873,0.545511,0.862596
526758045,0.543879,0.862596
528762094,0.53115,0.862596
529764182,0.546588,0.862596
530765137,0.538077,0.862596
531766252,0.552803,0.862596
532767352,0.548656,0.862596
533768672,0.54632,0.862596
534769039,0.543998,0.862596
535770887,0.546937,0.862596
536774089,0.54363,0.862596
537775714,0.54493,0.862596
538776133,0.543692,0.862596
539777039,0.542235,0.862596
540778039,0.546508,0.862596
541780326,0.539767,0.862596
542781108,0.541108,0.862596
543782652,0.540522,0.862596
544783047,0.541492,0.862596
545784107,0.537064,0.862596
546785668,0.543637,0.862596
547786569,0.541381,0.862596
548787117,0.544121,0.862596
549788392,0.549192,0.862596
550789073,0.561517,0.862596
551790437,0.600393,0.862596
552795629,0.603489,0.862596
553796108,0.595822,0.862596
554799504,0.601216,0.862596
555800255,0.605339,0.862596
556801143,0.55009,0.862596
557802430,0.547446,0.862596
558803336,0.543336,0.862596
559804140,0.541911,0.862596
560805740,0.535428,0.862596
561805217,0.537656,0.862596
562808047,0.541062,0.862596
563809040,0.536676,0.862596
564810107,0.535873,0.862596
565811108,0.537741,0.862596
566812162,0.535805,0.862596
567813215,0.547663,0.862596
568816040,0.541819,0.862596
569817108,0.541282,0.862596
570818605,0.544902,0.862596
571820329,0.581559,0.862596
572821108,0.548303,0.862596
573822119,0.54682,0.862596
574823409,0.546414,0.862596
575824108,0.545316,0.862596
576825290,0.546761,0.862596
577826478,0.549625,0.862596
578827183,0.551191,0.862596
579828059,0.544792,0.862596
580829800,0.548179,0.862596
581831235,0.547677,0.862596
582832040,0.5491,0.862596
583833698,0.542359,0.862596
584835438,0.543435,0.862596
585837650,0.546197,0.862596
586839403,0.545099,0.862596
587840039,0.540336,0.862596
588841107,0.551487,0.862596
589842660,0.547498,0.862596
590844175,0.550754,0.862596
591845108,0.540036,0.862596
592846091,0.54593,0.862596
593848077,0.547001,0.862596
594848129,0.542992,0.862596
595850405,0.545194,0.862596
596852006,0.548996,0.862596
597853039,0.545628,0.862596
598854116,0.545307,0.862596
599855505,0.54686,0.862596
600856039,0.547242,0.862596
601857326,0.551025,0.862596
602859428,0.547881,0.862596
603859425,0.549514,0.862596
604860108,0.553089,0.862596
605861220,0.542115,0.862596
606865123,0.541649,0.862596
607867682,0.542025,0.862596
609870258,0.536198,0.862596
610871893,0.547099,0.862596
611874479,0.542346,0.862596
612874257,0.539528,0.862596
613874834,0.540109,0.862596
614877847,0.538884,0.862596
615879301,0.54308,0.862596
616881280,0.545525,0.862596
617883650,0.544101,0.862596
618885610,0.557983,0.862596
619887142,0.541958,0.862596
620888039,0.543681,0.862596
621890313,0.547673,0.862596
622891220,0.541184,0.862596
623893489,0.544024,0.862596
624894611,0.547414,0.862596
625895114,0.546265,0.862596
626896247,0.550318,0.862596
627897134,0.546715,0.862596
628898261,0.54702,0.862596
629899045,0.541025,0.862596
630900142,0.54671,0.862596
631900142,0.589283,0.862933
632901196,0.617621,0.862933
633902939,0.561021,0.862933
634904336,0.56277,0.862933
635905124,0.558085,0.862933
636906200,0.563614,0.862933
637909900,0.614839,0.862933
638912928,0.611824,0.862933
639914775,0.618943,0.862933
640916189,0.612897,0.862933
641917280,0.612332,0.862933
642918039,0.609873,0.862933
643922668,0.606289,0.862933
644924903,0.610564,0.862933
645926071,0.603226,0.862933
646926039,0.610028,0.862933
647927150,0.609185,0.862933
648928039,0.603698,0.862933
649929139,0.607568,0.862933
650934361,0.608871,0.862933
651935046,0.607525,0.862933
652936107,0.582737,0.862933
653938562,0.588705,0.862933
654939224,0.610319,0.862933
655940039,0.57176,0.862933
656941039,0.609907,0.862933
657942677,0.60597,0.862933
658944387,0.60995,0.862933
659946477,0.608326,0.862933
660947988,0.607598,0.862933
661948635,0.611185,0.862933
662953722,0.608271,0.862933
663954662,0.611526,0.862933
664956250,0.611053,0.862933
665957149,0.613296,0.862933
666959977,0.611612,0.862933
667961455,0.607992,0.862933
668962039,0.603566,0.862933
669963046,0.60983,0.862933
670964970,0.610503,0.862933
671969544,0.608353,0.862933
672970218,0.607122,0.862933
673971399,0.613951,0.862933
674972107,0.604658,0.862933
675973901,0.608724,0.862933
676975048,0.600349,0.862933
677979549,0.60962,0.862933
678980445,0.612167,0.862933
679984409,0.615163,0.862933
680985102,0.609251,0.862933
681986480,0.611734,0.862933
683991282,0.595035,0.862933
684993409,0.607004,0.862933
685994115,0.609121,0.862933
686997039,0.607851,0.862933
687998086,0.610036,0.862933
689000463,0.606587,0.862933
690001860,0.609462,0.862933
691002104,0.608668,0.862933
692003046,0.604809,0.862933
693004866,0.606786,0.862933
694006039,0.613555,0.862933
695007046,0.614594,0.862933
696008135,0.606736,0.862933
697012990,0.609218,0.862933
698014824,0.607629,0.862933
699018012,0.609056,0.862933
700019095,0.60594,0.862933
701020179,0.61194,0.862933
702021136,0.568581,0.862933
703022689,0.590595,0.862933
704027405,0.609969,0.862933
705027954,0.609593,0.862933
706029040,0.606367,0.862933
707030040,0.606316,0.862933
708033847,0.604523,0.862933
709037749,0.606648,0.862933
710040313,0.60548,0.862933
711045584,0.596673,0.862933
712046377,0.60138,0.862933
713047249,0.603266,0.862933
714048441,0.599027,0.862933
715049585,0.598295,0.862933
716055392,0.604101,0.862933
717056041,0.598409,0.862933
718057802,0.577821,0.862933
719059047,0.601416,0.862933
720064861,0.600369,0.862933
721067887,0.599568,0.862933
722070387,0.606253,0.862933
723072380,0.602914,0.862933
724073180,0.608213,0.862933
725075669,0.607025,0.862933
726076202,0.608378,0.862933
727077151,0.607586,0.862933
728077255,0.608202,0.862933
729078123,0.611325,0.862933
730080447,0.609817,0.862933
731082747,0.602989,0.862933
732084886,0.607427,0.862933
733086069,0.605628,0.862933
734087158,0.609626,0.862933
735088073,0.603354,0.862933
736090024,0.603905,0.862933
737091552,0.602471,0.862933
738092741,0.599642,0.862933
739093893,0.60436,0.862933
740095519,0.604221,0.862933
741097319,0.608442,0.862933
742099891,0.60018,0.862933
743101049,0.602502,0.862933
744102039,0.605891,0.862933
745104101,0.609029,0.862933
746107513,0.602414,0.862933
747110039,0.607807,0.862933
748111118,0.610766,0.862933
749112910,0.610152,0.862933
750114365,0.607729,0.862933
751118794,0.604838,0.862933
752120039,0.610558,0.862933
753121658,0.602827,0.862933
754123569,0.605681,0.862933
755124265,0.603924,0.862933
756125408,0.606724,0.862933
757127258,0.605518,0.862933
758129820,0.606197,0.862933
759134730,0.601811,0.862933
761139455,0.602781,0.862933
762140041,0.563777,0.862933
763142409,0.550094,0.862933
764143130,0.555318,0.862933
765144140,0.59328,0.862933
766146465,0.613165,0.862933
767147592,0.611339,0.862933
768149792,0.608362,0.862933
769154547,0.603607,0.862933
770157551,0.606295,0.862933
771158548,0.609167,0.862933
772161485,0.613369,0.862933
773164366,0.611283,0.862933
774165757,0.609773,0.862933
775170066,0.611091,0.862933
776173612,0.608853,0.862933
777174206,0.613117,0.862933
778175399,0.610581,0.862933
779176233,0.614099,0.862933
780177399,0.61377,0.862933
781183823,0.610093,0.862933
782186496,0.607482,0.862933
783188039,0.611161,0.862933
784193998,0.602612,0.862933
785195721,0.610394,0.862933
786196155,0.616278,0.862933
787197045,0.608264,0.862933
788203163,0.610279,0.862933
789204039,0.61262,0.862933
790205046,0.609871,0.862933
791206039,0.610966,0.862933
792207623,0.607358,0.862933
793209319,0.606166,0.862933
794210498,0.612067,0.862933
795220403,0.612402,0.862933
796226781,0.611153,0.862933
797228097,0.610283,0.862933
798229215,0.614823,0.862933
799230040,0.610727,0.862933
800231274,0.610305,0.862933
801233731,0.611786,0.862933
802235231,0.615758,0.862933
803236040,0.610477,0.862933
804237714,0.613128,0.862933
805239517,0.609211,0.862933
806241108,0.611944,0.862933
807242917,0.609155,0.862933
808244934,0.606347,0.862933
809247053,0.61257,0.862933
810248910,0.609916,0.862933
811251919,0.612284,0.862933
812253039,0.608239,0.862933
813254354,0.610983,0.862933
814255314,0.612004,0.862933
815256040,0.608126,0.862933
816257056,0.612637,0.862933
817260067,0.616082,0.862933
818261932,0.610845,0.862933
819264852,0.611729,0.862933
820266243,0.611321,0.862933
821268772,0.614349,0.862933
822270079,0.614677,0.862933
823271599,0.618066,0.862933
824274040,0.621466,0.862933
825275040,0.618608,0.862933
826278492,0.61716,0.862933
827279040,0.614887,0.862933
828280292,0.586103,0.862933
829281686,0.553868,0.862933
830283424,0.554112,0.862933
832286551,0.537938,0.862933
833287452,0.558778,0.862933
834288039,0.564601,0.862933
835289039,0.562399,0.862933
836291389,0.564026,0.862933
837294497,0.558053,0.862933
838295385,0.573288,0.862933
839296039,0.573636,0.862933
840297202,0.582714,0.862933
841298092,0.580165,0.862933
842299160,0.580166,0.862933
843300924,0.583129,0.862933
844304347,0.574909,0.862933
845305249,0.580377,0.862933
846306714,0.572097,0.862933
847307344,0.573095,0.862933
848308146,0.575186,0.862933
849309190,0.575723,0.862933
850311480,0.572304,0.862933
851312039,0.574833,0.862933
852314996,0.570631,0.862933
853317516,0.563132,0.862933
854323531,0.60015,0.862933
855325413,0.800529,0.862933
856327446,0.539326,0.862933
