timestamp,voltage5V_v,usb_connected,brick_valid,servo_valid,periph_5V_OC,hipower_5V_OC
327021702,5.16914,0,1,1,0,0
327321684,5.14336,0,1,1,0,0
327621663,5.12402,0,1,1,0,0
327921663,5.15625,0,1,1,0,0
328231663,5.14014,0,1,1,0,0
328531663,5.14336,0,1,1,0,0
328831663,5.08535,0,1,1,0,0
329131663,5.11113,0,1,1,0,0
329431696,5.1627,0,1,1,0,0
329731662,5.15303,0,1,1,0,0
330031663,5.13691,0,1,1,0,0
330331663,5.15947,0,1,1,0,0
330631663,5.15947,0,1,1,0,0
330941671,5.12402,0,1,1,0,0
331241663,5.13691,0,1,1,0,0
331541663,5.12725,0,1,1,0,0
331841663,5.15786,0,1,1,0,0
332141663,5.15142,0,1,1,0,0
332441664,5.13047,0,1,1,0,0
332741663,5.13691,0,1,1,0,0
333041669,5.12725,0,1,1,0,0
333341663,5.11274,0,1,1,0,0
333641663,5.07246,0,1,1,0,0
333941663,5.11113,0,1,1,0,0
334251662,5.10791,0,1,1,0,0
334551663,5.1627,0,1,1,0,0
334851663,5.15303,0,1,1,0,0
335151663,5.11758,0,1,1,0,0
335451662,5.1498,0,1,1,0,0
335751663,5.11113,0,1,1,0,0
336061663,5.10146,0,1,1,0,0
336361663,5.1627,0,1,1,0,0
336661712,5.11758,0,1,1,0,0
336961663,5.13691,0,1,1,0,0
337261662,5.13691,0,1,1,0,0
337561663,5.16592,0,1,1,0,0
337861663,5.13047,0,1,1,0,0
338161663,5.1498,0,1,1,0,0
338471663,5.16914,0,1,1,0,0
338771677,5.14336,0,1,1,0,0
339071663,5.15947,0,1,1,0,0
339371663,5.15947,0,1,1,0,0
339671662,5.13691,0,1,1,0,0
339971669,5.1627,0,1,1,0,0
340281663,5.10146,0,1,1,0,0
340581663,5.17236,0,1,1,0,0
340881687,5.13047,0,1,1,0,0
341181663,5.13047,0,1,1,0,0
341481663,5.16592,0,1,1,0,0
341781663,5.14336,0,1,1,0,0
342081663,5.13691,0,1,1,0,0
342381712,5.02734,0,1,1,0,0
342681663,5.07891,0,1,1,0,0
342991663,5.1208,0,1,1,0,0
343291663,5.1627,0,1,1,0,0
343591663,5.13853,0,1,1,0,0
343891663,5.1627,0,1,1,0,0
344491679,5.15303,0,1,1,0,0
344791663,5.15303,0,1,1,0,0
345091663,5.14336,0,1,1,0,0
345391663,5.12563,0,1,1,0,0
345691663,5.15303,0,1,1,0,0
346001663,5.13691,0,1,1,0,0
346301663,5.1498,0,1,1,0,0
346601669,5.14014,0,1,1,0,0
346901663,5.09824,0,1,1,0,0
347201663,5.1627,0,1,1,0,0
347501664,5.06602,0,1,1,0,0
347801663,5.15947,0,1,1,0,0
348101712,5.11919,0,1,1,0,0
348401663,5.13691,0,1,1,0,0
348701663,5.17881,0,1,1,0,0
349011663,5.13691,0,1,1,0,0
349311663,5.1498,0,1,1,0,0
349611663,5.1627,0,1,1,0,0
349911702,5.14336,0,1,1,0,0
350211677,5.15303,0,1,1,0,0
350511663,5.12725,0,1,1,0,0
350811663,5.16914,0,1,1,0,0
351111682,5.12725,0,1,1,0,0
351411663,5.14336,0,1,1,0,0
351711663,5.13691,0,1,1,0,0
352021669,5.14658,0,1,1,0,0
352321663,5.13691,0,1,1,0,0
352621663,5.16592,0,1,1,0,0
352921663,5.15303,0,1,1,0,0
353221663,5.13369,0,1,1,0,0
353521663,5.14658,0,1,1,0,0
353821670,5.16914,0,1,1,0,0
354121663,5.14014,0,1,1,0,0
354421663,5.13369,0,1,1,0,0
354731663,5.15464,0,1,1,0,0
355031663,5.13691,0,1,1,0,0
355331663,5.13208,0,1,1,0,0
355631669,5.11274,0,1,1,0,0
356831663,5.13047,0,1,1,0,0
357141667,5.13369,0,1,1,0,0
357441663,5.15947,0,1,1,0,0
357741663,5.12725,0,1,1,0,0
358041663,5.13047,0,1,1,0,0
358341663,5.14658,0,1,1,0,0
358641663,5.15464,0,1,1,0,0
358941705,5.14658,0,1,1,0,0
359241663,5.1627,0,1,1,0,0
359541662,5.16914,0,1,1,0,0
359841663,5.1498,0,1,1,0,0
360151664,5.14336,0,1,1,0,0
360451663,5.14658,0,1,1,0,0
360751663,5.11436,0,1,1,0,0
361051662,5.1498,0,1,1,0,0
361351664,5.15625,0,1,1,0,0
361651677,5.12402,0,1,1,0,0
361951663,5.17559,0,1,1,0,0
362251663,5.11113,0,1,1,0,0
362551663,5.12725,0,1,1,0,0
362861663,5.15625,0,1,1,0,0
363161663,5.13047,0,1,1,0,0
363461663,5.1498,0,1,1,0,0
363761663,5.1498,0,1,1,0,0
364061663,5.12725,0,1,1,0,0
364361663,5.13369,0,1,1,0,0
364661663,5.1627,0,1,1,0,0
364971663,5.15947,0,1,1,0,0
365271681,5.17881,0,1,1,0,0
365571663,5.1498,0,1,1,0,0
365871707,5.12725,0,1,1,0,0
366171663,5.14658,0,1,1,0,0
366471685,5.13691,0,1,1,0,0
366771663,5.14658,0,1,1,0,0
367071663,5.13691,0,1,1,0,0
367371687,5.15947,0,1,1,0,0
367671663,5.15947,0,1,1,0,0
367981663,5.12402,0,1,1,0,0
368281663,5.1208,0,1,1,0,0
368581663,5.14014,0,1,1,0,0
368881663,5.1498,0,1,1,0,0
369181663,5.0209,0,1,1,0,0
369481694,5.05151,0,1,1,0,0
369781672,5.15947,0,1,1,0,0
370081663,5.08535,0,1,1,0,0
370381663,5.11758,0,1,1,0,0
370681663,5.1627,0,1,1,0,0
370991719,5.14336,0,1,1,0,0
371291663,5.15303,0,1,1,0,0
371591663,5.1498,0,1,1,0,0
371891663,5.14336,0,1,1,0,0
372191663,5.15786,0,1,1,0,0
372491663,5.13047,0,1,1,0,0
372791663,5.1498,0,1,1,0,0
373091692,5.1208,0,1,1,0,0
373391663,5.14658,0,1,1,0,0
373691663,5.17559,0,1,1,0,0
374001663,5.1498,0,1,1,0,0
374301663,5.06602,0,1,1,0,0
374601663,5.12725,0,1,1,0,0
374901702,5.14497,0,1,1,0,0
375201663,5.15947,0,1,1,0,0
375501663,5.1498,0,1,1,0,0
375801663,5.12725,0,1,1,0,0
376101677,5.08213,0,1,1,0,0
376401663,5.13208,0,1,1,0,0
376701712,5.13691,0,1,1,0,0
377011663,5.13691,0,1,1,0,0
377311663,5.13369,0,1,1,0,0
377611663,5.14658,0,1,1,0,0
377911663,5.17881,0,1,1,0,0
378211663,5.1627,0,1,1,0,0
378511663,5.12725,0,1,1,0,0
378811677,5.1498,0,1,1,0,0
379121677,5.03379,0,1,1,0,0
379421667,5.17236,0,1,1,0,0
379721663,5.07246,0,1,1,0,0
380021663,5.15303,0,1,1,0,0
380321663,5.1498,0,1,1,0,0
380621663,5.06602,0,1,1,0,0
380921663,5.13047,0,1,1,0,0
381221663,5.1498,0,1,1,0,0
381521663,5.13691,0,1,1,0,0
381821663,5.17236,0,1,1,0,0
382131664,5.17559,0,1,1,0,0
382431680,5.1627,0,1,1,0,0
382731663,5.1498,0,1,1,0,0
383031663,5.14336,0,1,1,0,0
383331663,5.13208,0,1,1,0,0
383631663,5.15947,0,1,1,0,0
383931702,5.1498,0,1,1,0,0
384231663,5.16431,0,1,1,0,0
384531687,5.13853,0,1,1,0,0
384831663,5.15303,0,1,1,0,0
385141679,5.15625,0,1,1,0,0
385441663,5.16914,0,1,1,0,0
385741671,5.15947,0,1,1,0,0
386041663,5.11113,0,1,1,0,0
386341663,5.12563,0,1,1,0,0
386641663,5.18203,0,1,1,0,0
386941663,5.11758,0,1,1,0,0
387241663,5.12725,0,1,1,0,0
387541663,5.14336,0,1,1,0,0
387841663,5.12725,0,1,1,0,0
388151719,5.13691,0,1,1,0,0
388451663,5.12402,0,1,1,0,0
388751663,5.15464,0,1,1,0,0
389051663,5.1498,0,1,1,0,0
389351663,5.14658,0,1,1,0,0
389651703,5.12402,0,1,1,0,0
389951663,5.1627,0,1,1,0,0
390251688,5.15947,0,1,1,0,0
390551663,5.11113,0,1,1,0,0
390851663,5.15464,0,1,1,0,0
391161663,5.17075,0,1,1,0,0
391461663,5.07891,0,1,1,0,0
391761663,5.1627,0,1,1,0,0
392061663,5.11113,0,1,1,0,0
392361663,5.12725,0,1,1,0,0
392661663,5.15625,0,1,1,0,0
392961702,5.14658,0,1,1,0,0
393261663,5.15947,0,1,1,0,0
393561668,5.14336,0,1,1,0,0
393871671,5.16914,0,1,1,0,0
394171663,5.1627,0,1,1,0,0
394471663,5.14497,0,1,1,0,0
394771663,5.13208,0,1,1,0,0
395071663,5.16914,0,1,1,0,0
395371663,5.16914,0,1,1,0,0
395671663,5.16914,0,1,1,0,0
395971677,5.14014,0,1,1,0,0
396271663,5.1772,0,1,1,0,0
396571663,5.12725,0,1,1,0,0
396881663,5.17559,0,1,1,0,0
397181663,5.0918,0,1,1,0,0
397481663,5.06602,0,1,1,0,0
397781663,5.15625,0,1,1,0,0
398081663,5.15625,0,1,1,0,0
398381663,5.1498,0,1,1,0,0
398681663,5.03379,0,1,1,0,0
398991663,5.15303,0,1,1,0,0
399291667,5.13047,0,1,1,0,0
399591687,5.16914,0,1,1,0,0
399891695,5.13691,0,1,1,0,0
400191669,5.14819,0,1,1,0,0
400491663,5.1498,0,1,1,0,0
400791663,5.14658,0,1,1,0,0
401091663,5.1498,0,1,1,0,0
401391663,5.18203,0,1,1,0,0
401691687,5.15947,0,1,1,0,0
402001663,5.11274,0,1,1,0,0
402301663,5.14658,0,1,1,0,0
402601663,5.14336,0,1,1,0,0
402901663,5.0499,0,1,1,0,0
403201663,5.15947,0,1,1,0,0
403501663,5.12402,0,1,1,0,0
403801663,5.09502,0,1,1,0,0
404101663,5.0209,0,1,1,0,0
404411669,5.13691,0,1,1,0,0
404711663,5.12886,0,1,1,0,0
405011663,5.12563,0,1,1,0,0
405311705,5.1498,0,1,1,0,0
405611663,5.1627,0,1,1,0,0
405911663,5.16914,0,1,1,0,0
406211663,5.14336,0,1,1,0,0
406511663,5.13369,0,1,1,0,0
406811667,5.1627,0,1,1,0,0
407121699,4.98867,0,1,1,0,0
407421697,5.09824,0,1,1,0,0
407721663,4.98223,0,1,1,0,0
408021663,4.93711,0,1,1,0,0
408321663,4.90488,0,1,1,0,0
408621663,5.00801,0,1,1,0,0
408931663,5.13691,0,1,1,0,0
409231663,5.1627,0,1,1,0,0
409531681,5.15625,0,1,1,0,0
409831663,5.14497,0,1,1,0,0
410141663,5.06602,0,1,1,0,0
410441663,5.15142,0,1,1,0,0
410741663,5.06602,0,1,1,0,0
411041680,5.10469,0,1,1,0,0
411341663,5.08213,0,1,1,0,0
411641663,4.97578,0,1,1,0,0
411941663,5.00801,0,1,1,0,0
412241663,4.99512,0,1,1,0,0
412541669,4.98223,0,1,1,0,0
412851663,5.11758,0,1,1,0,0
413151700,5.16592,0,1,1,0,0
413451710,5.15303,0,1,1,0,0
413751692,5.13047,0,1,1,0,0
414051663,5.12402,0,1,1,0,0
414351663,5.14336,0,1,1,0,0
414651707,5.12402,0,1,1,0,0
414961663,5.02412,0,1,1,0,0
415261693,5.03379,0,1,1,0,0
415561663,5.0499,0,1,1,0,0
415861663,5.08535,0,1,1,0,0
416161663,4.96611,0,1,1,0,0
416461663,5.08535,0,1,1,0,0
416761694,5.08857,0,1,1,0,0
417061663,5.05957,0,1,1,0,0
417361664,4.99834,0,1,1,0,0
417661663,5.06602,0,1,1,0,0
417971700,5.13047,0,1,1,0,0
418271672,5.15303,0,1,1,0,0
418571663,5.12725,0,1,1,0,0
418871707,5.16914,0,1,1,0,0
419171663,5.12402,0,1,1,0,0
419471663,5.16753,0,1,1,0,0
419771693,5.11274,0,1,1,0,0
420071663,5.14658,0,1,1,0,0
420371665,5.12725,0,1,1,0,0
420671663,5.17559,0,1,1,0,0
420981663,4.98223,0,1,1,0,0
421281663,5.03379,0,1,1,0,0
421581666,4.95967,0,1,1,0,0
421881663,5.01445,0,1,1,0,0
422181705,5.15947,0,1,1,0,0
422481680,4.99512,0,1,1,0,0
422781710,4.94355,0,1,1,0,0
423081663,5.06602,0,1,1,0,0
423381662,5.0499,0,1,1,0,0
423691663,5.1498,0,1,1,0,0
423991663,5.13853,0,1,1,0,0
424291663,5.17881,0,1,1,0,0
424591707,5.12563,0,1,1,0,0
424891680,5.15303,0,1,1,0,0
425191663,5.16914,0,1,1,0,0
425491663,5.09824,0,1,1,0,0
425791664,5.18525,0,1,1,0,0
426091663,5.14336,0,1,1,0,0
426391663,5.12402,0,1,1,0,0
426701672,5.02734,0,1,1,0,0
427001663,5.04023,0,1,1,0,0
427301663,5.12402,0,1,1,0,0
427601663,5.12402,0,1,1,0,0
427901679,5.11113,0,1,1,0,0
428201694,5.08535,0,1,1,0,0
428501663,5.1498,0,1,1,0,0
428801665,5.08535,0,1,1,0,0
429101663,5.07891,0,1,1,0,0
429401663,5.06924,0,1,1,0,0
429701663,5.09341,0,1,1,0,0
430011663,5.15142,0,1,1,0,0
430311697,5.15464,0,1,1,0,0
430611663,5.13691,0,1,1,0,0
430911663,5.13691,0,1,1,0,0
431211663,5.18848,0,1,1,0,0
431511663,5.13047,0,1,1,0,0
431811702,5.13691,0,1,1,0,0
432111669,5.15947,0,1,1,0,0
432411663,5.1498,0,1,1,0,0
432711663,5.13691,0,1,1,0,0
433021694,5.07568,0,1,1,0,0
433321663,5.06602,0,1,1,0,0
433621663,5.09824,0,1,1,0,0
433921691,5.11758,0,1,1,0,0
434221663,5.0209,0,1,1,0,0
434521663,5.17559,0,1,1,0,0
434821663,5.16914,0,1,1,0,0
435121663,5.1208,0,1,1,0,0
435421663,5.00156,0,1,1,0,0
435731663,5.1498,0,1,1,0,0
436031691,5.11113,0,1,1,0,0
436331662,5.13691,0,1,1,0,0
436631663,5.13047,0,1,1,0,0
436941663,4.95,0,1,1,0,0
437241663,4.92744,0,1,1,0,0
437541663,5.11113,0,1,1,0,0
437841669,5.04023,0,1,1,0,0
438151689,5.17236,0,1,1,0,0
438451663,5.11758,0,1,1,0,0
438751663,5.13691,0,1,1,0,0
439051663,5.16914,0,1,1,0,0
439361663,4.95,0,1,1,0,0
439661671,5.04346,0,1,1,0,0
439961663,4.98867,0,1,1,0,0
440261663,5.10146,0,1,1,0,0
440561663,4.98867,0,1,1,0,0
440861663,4.96934,0,1,1,0,0
442071664,5.13853,0,1,1,0,0
442371663,5.16914,0,1,1,0,0
442671663,5.14336,0,1,1,0,0
442971663,5.13047,0,1,1,0,0
443271663,5.12725,0,1,1,0,0
443571706,5.12725,0,1,1,0,0
443871682,5.14336,0,1,1,0,0
444171662,5.12886,0,1,1,0,0
444471663,5.1498,0,1,1,0,0
444781663,5.00156,0,1,1,0,0
445081663,5.00317,0,1,1,0,0
445381663,5.11113,0,1,1,0,0
445681663,5.03379,0,1,1,0,0
445981664,4.98223,0,1,1,0,0
446281662,5.04668,0,1,1,0,0
446591663,5.15625,0,1,1,0,0
446891663,5.16431,0,1,1,0,0
447191663,5.15625,0,1,1,0,0
447491665,5.1627,0,1,1,0,0
447791663,5.14336,0,1,1,0,0
448091663,5.12402,0,1,1,0,0
448391663,5.13369,0,1,1,0,0
448701687,5.1498,0,1,1,0,0
449001664,5.05957,0,1,1,0,0
449301663,5.15625,0,1,1,0,0
449601702,5.08535,0,1,1,0,0
449901663,5.1627,0,1,1,0,0
450201663,5.03057,0,1,1,0,0
450511662,5.1208,0,1,1,0,0
450811663,5.16592,0,1,1,0,0
451111663,5.13047,0,1,1,0,0
451411663,5.16914,0,1,1,0,0
451711663,5.10791,0,1,1,0,0
452011663,5.11758,0,1,1,0,0
452311663,5.13691,0,1,1,0,0
452621664,5.03379,0,1,1,0,0
452921663,5.09824,0,1,1,0,0
453221686,5.08535,0,1,1,0,0
453521663,4.96934,0,1,1,0,0
453821663,4.96934,0,1,1,0,0
454121676,5.05474,0,1,1,0,0
454421663,5.03701,0,1,1,0,0
454721667,5.10469,0,1,1,0,0
455021663,5.18203,0,1,1,0,0
455331679,5.18203,0,1,1,0,0
455631663,5.15142,0,1,1,0,0
455931663,5.13691,0,1,1,0,0
456231663,5.16914,0,1,1,0,0
456531663,5.16914,0,1,1,0,0
456831663,5.1498,0,1,1,0,0
457131663,5.15625,0,1,1,0,0
457441670,5.04023,0,1,1,0,0
457741663,4.97578,0,1,1,0,0
458041663,5.15303,0,1,1,0,0
458341663,5.05151,0,1,1,0,0
458641663,5.08696,0,1,1,0,0
458941685,5.15303,0,1,1,0,0
459251663,5.17236,0,1,1,0,0
459551675,5.12886,0,1,1,0,0
459851663,5.14336,0,1,1,0,0
460151663,5.14336,0,1,1,0,0
460451663,5.16592,0,1,1,0,0
460751663,5.15625,0,1,1,0,0
461061712,5.02412,0,1,1,0,0
461361675,4.96289,0,1,1,0,0
461661663,4.96289,0,1,1,0,0
461961663,5.04668,0,1,1,0,0
462271663,5.17559,0,1,1,0,0
462571663,5.15786,0,1,1,0,0
462871663,5.16914,0,1,1,0,0
463171683,5.16431,0,1,1,0,0
463471663,5.14336,0,1,1,0,0
463781663,5.08535,0,1,1,0,0
464081663,5.09824,0,1,1,0,0
464381663,5.0499,0,1,1,0,0
464691663,5.15625,0,1,1,0,0
464991706,5.18525,0,1,1,0,0
465291663,5.1498,0,1,1,0,0
465591663,5.14336,0,1,1,0,0
465891663,5.14658,0,1,1,0,0
466191663,5.15947,0,1,1,0,0
466491663,5.11113,0,1,1,0,0
466791691,5.16914,0,1,1,0,0
467101663,5.08535,0,1,1,0,0
467401663,5.04829,0,1,1,0,0
467701663,5.06602,0,1,1,0,0
468001663,5.04023,0,1,1,0,0
468301663,5.04185,0,1,1,0,0
468601663,5.05957,0,1,1,0,0
468911701,5.13691,0,1,1,0,0
469211663,5.15625,0,1,1,0,0
469511681,5.17075,0,1,1,0,0
469811663,5.15947,0,1,1,0,0
470111663,5.14336,0,1,1,0,0
470421663,5.16914,0,1,1,0,0
470721663,5.01445,0,1,1,0,0
471021663,5.03057,0,1,1,0,0
471321663,5.15625,0,1,1,0,0
471621663,5.13691,0,1,1,0,0
471921703,5.13691,0,1,1,0,0
472221663,5.14336,0,1,1,0,0
472521676,5.02734,0,1,1,0,0
472831663,5.16914,0,1,1,0,0
473131663,5.12402,0,1,1,0,0
473431663,5.15464,0,1,1,0,0
473731664,5.18848,0,1,1,0,0
474041665,5.01445,0,1,1,0,0
474341675,5.10469,0,1,1,0,0
474641696,5.07568,0,1,1,0,0
474941663,5.0499,0,1,1,0,0
475241677,5.14658,0,1,1,0,0
475541663,5.11758,0,1,1,0,0
475851663,5.13691,0,1,1,0,0
476151663,5.14175,0,1,1,0,0
476451663,5.14014,0,1,1,0,0
476751697,5.16914,0,1,1,0,0
477051663,5.12725,0,1,1,0,0
477351663,5.1627,0,1,1,0,0
477651663,5.14336,0,1,1,0,0
477961663,5.02734,0,1,1,0,0
478261663,5.02412,0,1,1,0,0
478561663,5.12402,0,1,1,0,0
478861663,5.11274,0,1,1,0,0
479161663,5.07246,0,1,1,0,0
479461663,5.0918,0,1,1,0,0
479761663,5.0918,0,1,1,0,0
480061683,4.95,0,1,1,0,0
480361697,5.09824,0,1,1,0,0
480671663,5.15303,0,1,1,0,0
480971688,5.13853,0,1,1,0,0
481271662,5.17559,0,1,1,0,0
481571663,5.15464,0,1,1,0,0
481871663,5.1627,0,1,1,0,0
482171663,5.14014,0,1,1,0,0
482471680,5.16914,0,1,1,0,0
482781663,5.05957,0,1,1,0,0
483081663,5.07891,0,1,1,0,0
483381663,5.06602,0,1,1,0,0
483681702,4.98384,0,1,1,0,0
483981664,5.04023,0,1,1,0,0
484281663,5.13853,0,1,1,0,0
484581663,4.98223,0,1,1,0,0
484891663,5.13208,0,1,1,0,0
485191663,5.1627,0,1,1,0,0
485491663,5.14014,0,1,1,0,0
485791663,5.1498,0,1,1,0,0
486091708,5.12725,0,1,1,0,0
486391663,5.1498,0,1,1,0,0
486701694,5.02412,0,1,1,0,0
487001663,4.94355,0,1,1,0,0
487301663,4.96289,0,1,1,0,0
487601663,5.08535,0,1,1,0,0
487901680,4.97578,0,1,1,0,0
488201682,5.11113,0,1,1,0,0
488501663,5.03379,0,1,1,0,0
488801664,5.08535,0,1,1,0,0
489101663,5.07568,0,1,1,0,0
489401663,5.1208,0,1,1,0,0
489711663,5.14336,0,1,1,0,0
490011663,5.1498,0,1,1,0,0
490311663,5.17236,0,1,1,0,0
490611672,5.17236,0,1,1,0,0
490911663,5.13369,0,1,1,0,0
491211663,5.11758,0,1,1,0,0
491511663,5.16108,0,1,1,0,0
491811707,5.17236,0,1,1,0,0
492111663,5.17559,0,1,1,0,0
492411663,5.16914,0,1,1,0,0
492721663,5.07407,0,1,1,0,0
493021663,5.04023,0,1,1,0,0
493321677,5.06924,0,1,1,0,0
493621664,5.12402,0,1,1,0,0
493921686,5.09502,0,1,1,0,0
494221663,5.01445,0,1,1,0,0
494521663,5.0499,0,1,1,0,0
494821663,5.0918,0,1,1,0,0
495121663,5.04023,0,1,1,0,0
495421663,5.01768,0,1,1,0,0
495731663,5.15464,0,1,1,0,0
496031663,5.1498,0,1,1,0,0
496331663,5.12402,0,1,1,0,0
496631665,5.1498,0,1,1,0,0
496931663,5.15303,0,1,1,0,0
497231663,5.18364,0,1,1,0,0
497531707,5.1208,0,1,1,0,0
497831663,5.17881,0,1,1,0,0
498131663,5.14336,0,1,1,0,0
498431663,5.15303,0,1,1,0,0
498731664,5.12725,0,1,1,0,0
499041663,5.10146,0,1,1,0,0
499341663,5.00479,0,1,1,0,0
499641665,4.99995,0,1,1,0,0
499941669,5.0499,0,1,1,0,0
500241663,5.05312,0,1,1,0,0
500541663,5.11113,0,1,1,0,0
500841672,5.10146,0,1,1,0,0
501141663,5.10146,0,1,1,0,0
501441663,5.09502,0,1,1,0,0
501751663,5.14336,0,1,1,0,0
502051663,5.15625,0,1,1,0,0
502351663,5.11758,0,1,1,0,0
